Player,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position
victor-nelsson,51,36,73,71,37,60,52,38,69,68,72,71,63,70,71,60,81,83,85.0,41,76,73,47,59,53,67,77,74,73,10,6,12,7,14,Midfielder/Defender
dennis-geiger,69,46,29,80,45,76,68,55,77,81,65,44,85,77,83,57,54,76,42.0,70,78,64,59,76,40,72,64,64,65,7,8,12,10,5,Midfielder/Defender
jean-ricner-bellegarde,64,59,61,77,53,75,57,68,76,76,77,79,82,75,85,69,69,79,68.0,63,69,70,73,74,55,74,70,74,69,12,15,14,10,9,Midfielder/Defender
malang-sarr,68,53,73,75,37,62,60,59,68,66,65,69,67,73,69,68,77,68,79.0,40,68,75,59,63,44,75,76,76,75,6,9,14,12,8,Midfielder/Defender
jhon-mosquera,74,69,78,73,56,77,62,68,64,76,77,78,73,74,51,73,75,68,77.0,72,85,52,75,67,58,74,61,55,56,9,9,6,14,12,Midfielder/Defender
jerdy-schouten,56,52,63,75,52,74,56,33,76,76,63,61,66,75,70,64,74,77,63.0,58,69,77,62,68,57,73,76,74,70,11,7,6,5,14,Midfielder/Defender
dimitri-lienard,79,63,66,80,62,71,79,81,78,75,53,53,66,75,68,79,68,73,71.0,76,70,73,69,74,78,73,71,75,73,13,12,15,14,14,Midfielder/Defender
jean-paulo-fernandes-filho,13,10,13,27,6,13,62,64,29,22,28,31,41,61,67,51,62,20,65.0,10,18,14,7,44,66,28,14,11,11,74,75,68,76,78,Goal Keeper
florian-muller,12,11,11,32,10,18,13,12,27,24,43,43,42,70,41,56,58,34,67.0,12,25,19,11,42,19,38,20,11,12,76,70,74,72,80,Goal Keeper
antonio-martinez-lopez,46,78,73,69,75,73,56,45,53,75,69,69,67,76,56,80,80,73,82.0,69,69,23,77,64,64,65,20,14,23,11,11,12,7,9,Forward
yoane-wissa,71,76,58,65,70,77,56,53,60,76,85,87,82,70,73,75,76,71,68.0,72,61,31,75,68,71,73,25,23,18,14,7,6,8,15,Forward
joakim-maehle,75,50,59,73,63,72,63,40,68,75,79,88,67,75,64,65,82,88,74.0,62,73,66,76,65,33,73,66,72,70,12,8,12,10,8,Midfielder/Defender
diogo-filipe-pinto-leite,29,30,76,71,32,50,35,20,53,64,61,60,56,74,57,59,72,72,73.0,38,75,76,30,34,38,68,76,79,74,7,5,10,8,10,Midfielder/Defender
david-turnbull,76,69,48,77,63,74,76,73,77,76,67,69,69,72,74,72,57,78,68.0,78,42,69,71,80,75,78,62,67,57,5,8,10,15,5,Midfielder/Defender
orel-mangala,61,43,51,78,50,83,65,50,73,82,76,55,79,78,85,66,67,74,70.0,68,71,72,64,76,42,80,76,70,70,7,6,7,7,10,Midfielder/Defender
carlos-caceda,10,8,12,23,8,11,11,12,21,17,33,26,31,71,48,53,67,32,56.0,9,29,6,5,25,18,59,17,12,11,75,75,70,71,78,Goal Keeper
ben-brereton-diaz,64,75,70,68,69,75,68,45,53,73,85,83,77,74,65,75,47,78,80.0,66,69,36,75,65,71,72,34,44,37,7,12,13,12,13,Forward
riccardo-orsolini,77,65,54,75,73,81,80,70,67,82,79,79,83,74,76,79,59,67,72.0,75,44,40,70,73,71,73,52,26,24,11,11,14,6,12,Forward
miha-zajc,72,72,63,77,71,74,77,72,75,76,66,66,77,74,77,78,63,80,61.0,77,55,69,76,75,67,74,65,66,62,14,6,13,11,5,Midfielder/Defender
ko-itakura,34,41,70,73,34,64,41,40,69,67,77,72,71,73,69,67,84,85,75.0,36,67,78,48,59,38,73,76,80,75,13,6,9,10,12,Midfielder/Defender
rodrigo-aliendro,71,69,69,73,71,77,68,53,72,78,78,68,80,75,80,79,70,82,72.0,73,78,76,77,73,65,81,68,74,73,6,12,10,13,13,Midfielder/Defender
felix-uduokhai,35,33,78,70,18,49,34,31,59,66,66,68,66,75,63,62,65,63,82.0,35,68,76,35,49,38,72,75,79,77,6,10,10,9,14,Midfielder/Defender
maximilian-wober,63,41,77,71,34,62,65,69,68,67,68,76,65,72,55,67,81,77,83.0,62,78,70,56,60,58,67,75,75,77,13,13,14,14,8,Midfielder/Defender
abdulkadir-omur,70,65,50,76,67,82,78,69,70,77,85,82,92,71,92,69,53,75,48.0,68,52,54,70,74,55,68,56,51,45,11,12,13,11,10,Forward
aitor-cantalapiedra,73,76,42,72,64,75,80,74,61,73,83,84,82,70,75,66,43,73,50.0,64,53,32,74,72,75,66,30,24,22,11,14,14,10,8,Forward
romain-perraud,75,65,62,75,70,75,72,71,72,74,74,67,73,76,80,84,56,76,64.0,78,85,75,76,71,60,69,73,73,70,6,7,10,11,13,Midfielder/Defender
joe-aribo,66,68,65,76,63,78,68,59,72,77,79,80,82,72,79,73,73,84,76.0,67,69,69,72,76,66,75,64,72,70,14,13,11,5,7,Midfielder/Defender
jose-luis-garcia-vaya,71,58,54,77,58,68,80,75,79,75,62,66,66,78,63,75,59,88,72.0,68,74,74,66,76,68,74,72,73,69,12,13,6,9,6,Midfielder/Defender
giuseppe-pezzella,77,49,68,73,39,75,70,44,66,73,77,76,66,73,62,75,57,76,75.0,63,74,68,70,56,45,60,66,73,72,11,14,6,7,13,Midfielder/Defender
rafael-jorgino-cachoira-rebelo,56,30,73,66,49,58,62,49,76,62,46,59,54,67,40,60,54,62,83.0,42,84,75,40,36,42,70,82,77,73,12,12,12,13,11,Midfielder/Defender
estevao-daniel-formoso-serpa,57,76,77,65,72,72,61,55,58,73,76,78,77,73,71,85,63,61,63.0,77,52,23,75,56,56,78,20,14,15,8,9,8,8,11,Forward
denis-rubens-stein-rebelo,61,78,77,62,77,76,62,63,55,75,73,78,62,79,56,76,55,61,69.0,73,57,34,72,65,64,65,22,23,22,8,14,12,16,12,Forward
elias-thiago-petri-taffarel,71,65,43,83,67,80,74,69,76,76,73,73,72,73,73,75,33,61,73.0,69,70,28,71,66,68,68,32,25,15,15,9,9,8,6,Midfielder/Defender
pascoal-simao-muscato-vieira,56,59,59,75,72,70,65,60,74,72,54,62,64,74,64,83,71,70,80.0,76,74,74,64,69,64,72,75,76,71,9,10,7,9,16,Midfielder/Defender
duirval-helton-diniz-cabral,45,44,75,66,34,41,36,55,62,59,54,52,60,74,53,54,77,62,80.0,52,72,72,24,45,61,67,76,82,75,7,16,12,9,11,Midfielder/Defender
rubens-jairo-freitosa-costa,65,63,62,79,48,71,73,65,75,76,60,68,54,77,72,66,64,88,72.0,69,74,71,73,72,61,71,70,70,59,6,10,6,7,11,Midfielder/Defender
jesus-fabricio-andrade-simoes,68,36,75,76,54,75,65,49,67,69,68,73,78,68,72,56,82,76,64.0,55,82,73,58,56,48,67,75,74,77,13,10,17,13,15,Midfielder/Defender
joshua-eduardo-sa-madeira,74,41,70,72,46,63,51,52,61,68,70,75,61,72,58,44,47,72,76.0,42,71,74,61,49,53,65,75,76,74,7,10,13,9,15,Midfielder/Defender
daniel-clayton-fachini-lobato,55,19,67,78,12,66,48,69,76,71,68,65,63,74,77,76,76,79,64.0,71,71,84,38,55,60,74,69,74,72,11,14,9,6,6,Midfielder/Defender
kaique-osvaldo-castro-rodrigues,9,8,10,20,9,9,8,7,16,21,34,38,31,72,41,46,67,41,81.0,7,36,22,11,59,19,56,23,10,10,77,76,61,72,73,Goal Keeper
cristian-also-laranjeiro-sa,66,54,78,65,39,61,41,39,67,67,64,74,67,69,58,58,74,76,85.0,55,79,72,55,56,41,70,72,79,75,15,11,15,9,7,Midfielder/Defender
jorgino-silas-ruiz-prestes,50,61,71,70,41,75,75,55,75,73,69,70,76,77,70,51,56,74,56.0,56,72,76,55,77,61,67,78,77,76,7,7,12,8,16,Midfielder/Defender
leoncio-roger-vimieiro-madeira,68,41,64,70,46,68,70,54,64,71,68,77,72,74,71,70,68,78,67.0,58,72,74,52,60,54,72,75,76,74,8,13,15,14,7,Midfielder/Defender
estevao-danilo-candeira-inacio,76,52,62,71,50,68,64,63,69,69,76,77,71,69,73,73,65,86,59.0,60,69,72,65,66,55,72,68,72,71,14,13,12,9,10,Midfielder/Defender
kaiqundo-calado-dimas,70,49,63,67,41,73,60,35,60,69,76,87,75,77,56,60,67,76,74.0,47,69,74,68,62,49,60,74,73,69,11,15,7,12,10,Midfielder/Defender
jailson-michel-caeiro-meireles,71,51,71,69,58,73,46,49,66,71,73,68,71,73,71,55,77,82,68.0,52,53,71,59,51,62,67,80,72,73,11,10,18,11,14,Midfielder/Defender
alexandre-jonas-santos-fernandes,19,14,16,30,13,17,15,18,21,23,38,35,67,72,62,52,53,31,64.0,17,39,14,10,69,17,66,11,19,13,74,71,69,75,76,Goal Keeper
enaldo-diogo-barbosa-prazeres,73,45,68,70,41,61,45,46,69,69,69,70,67,72,72,55,69,79,64.0,52,79,70,51,70,51,68,78,77,71,13,9,5,13,7,Midfielder/Defender
simao-alvin-donatinho-garcia,12,10,12,20,11,12,20,10,20,25,41,46,58,75,48,58,69,32,60.0,14,42,15,8,58,29,59,23,10,13,76,70,77,75,75,Goal Keeper
pierre-lees-melou,75,69,58,77,58,75,78,68,75,77,66,65,72,74,60,77,66,84,72.0,77,68,67,72,75,65,77,71,69,61,14,6,12,9,10,Midfielder/Defender
tom-davies,66,64,61,79,42,76,64,61,75,77,66,64,63,74,69,70,56,71,65.0,67,84,69,69,76,49,76,68,74,69,11,12,9,14,10,Midfielder/Defender
fabien-centonze,72,42,61,70,49,69,65,47,66,70,80,81,72,70,75,64,79,85,77.0,54,73,70,70,69,50,69,71,71,69,14,12,9,12,13,Midfielder/Defender
mathias-jensen,77,59,50,77,50,72,72,68,78,74,69,67,77,75,77,62,67,79,70.0,67,73,72,69,78,69,79,72,69,62,5,13,10,8,12,Midfielder/Defender
bryan-heynen,66,73,67,79,71,72,74,68,76,76,64,65,69,75,69,75,64,84,67.0,69,73,71,72,75,71,79,76,72,66,7,12,6,8,10,Midfielder/Defender
antonio-villa-suarez,74,64,56,76,54,76,74,53,73,76,76,73,85,71,86,62,46,69,34.0,62,60,52,72,76,60,72,50,56,54,10,7,12,14,15,Midfielder/Defender
waldemar-anton,42,42,73,74,38,63,37,39,67,67,55,72,62,71,57,58,74,76,82.0,45,76,72,52,52,48,74,78,76,69,11,12,12,13,13,Midfielder/Defender
branco-van-den-boomen,79,69,61,78,69,71,80,80,80,75,60,64,64,75,40,79,68,74,73.0,75,76,59,72,78,80,76,71,69,64,6,13,8,8,13,Midfielder/Defender
thomas-ouwejan,84,51,63,74,48,72,83,74,75,73,74,71,70,72,73,76,64,85,74.0,74,69,74,68,75,39,73,70,68,64,7,12,13,7,12,Midfielder/Defender
kevin-vazquez-comesana,77,55,73,75,41,65,58,45,61,75,65,67,37,72,76,54,66,67,64.0,50,69,71,61,57,46,57,68,78,79,11,15,9,15,14,Midfielder/Defender
leonardo-godoy,69,57,61,70,45,71,50,35,65,70,82,90,79,71,77,59,61,88,75.0,57,80,71,73,69,41,72,68,72,68,13,8,9,8,8,Midfielder/Defender
josh-cullen,73,48,60,77,48,68,63,55,75,73,71,65,72,74,78,68,70,85,65.0,63,71,75,59,69,58,74,73,74,72,9,12,15,11,9,Midfielder/Defender
cristian-guanca,74,76,63,74,64,76,66,64,69,75,77,76,79,73,69,74,68,80,71.0,75,54,41,75,73,63,72,38,35,33,9,12,7,8,16,Forward
lucas-tousart,56,42,73,73,43,65,39,45,71,68,52,72,59,71,66,73,80,83,82.0,62,82,78,57,60,48,68,75,77,74,11,15,16,10,15,Midfielder/Defender
florian-sotoca,70,74,77,72,70,69,61,63,65,74,70,77,71,79,52,74,88,86,78.0,66,73,38,78,71,68,75,34,43,42,13,15,12,11,14,Forward
cristian-roldan,66,64,64,76,58,72,72,50,72,73,76,75,77,79,84,75,90,91,76.0,73,78,70,75,74,65,73,70,73,69,13,7,12,16,11,Midfielder/Defender
takumi-minamino,66,77,50,73,72,81,73,69,63,78,84,73,89,74,86,71,76,73,55.0,73,64,49,75,71,72,78,34,33,29,9,12,8,15,14,Forward
alejandro-romero-gamarra,67,67,30,76,54,77,78,70,73,76,82,80,85,69,81,69,52,70,59.0,73,72,42,70,75,65,67,65,53,55,12,14,7,7,11,Forward
andre-filipe-luz-horta,70,68,50,79,67,75,68,58,76,75,71,71,86,77,80,75,76,78,64.0,70,68,68,72,74,57,74,66,67,60,6,15,15,10,8,Midfielder/Defender
maximilian-eggestein,67,59,65,76,50,72,64,48,73,75,63,55,70,77,69,77,53,84,72.0,63,70,74,61,68,60,75,70,73,72,15,10,13,15,8,Midfielder/Defender
jesus-gallardo,75,69,64,73,49,76,73,47,66,74,84,82,80,67,71,75,77,88,71.0,59,65,65,72,69,65,68,72,70,67,9,7,8,12,11,Midfielder/Defender
denis-bouanga,71,72,69,71,70,77,76,69,60,76,83,85,85,72,66,76,69,83,69.0,74,65,38,72,71,74,72,45,27,19,8,9,14,8,16,Midfielder/Defender
daniele-verde,72,71,46,68,60,78,85,77,63,78,84,84,89,72,92,85,38,66,33.0,81,58,24,70,70,71,71,41,37,35,7,12,14,9,12,Forward
dominic-solanke,54,76,74,72,74,75,56,47,59,75,64,77,64,74,67,75,77,87,79.0,69,65,22,75,71,72,73,21,25,22,9,15,14,9,10,Forward
rolando-mandragora,70,63,65,78,60,76,66,64,76,77,55,55,67,74,73,70,70,82,75.0,71,67,75,62,76,55,70,77,75,72,13,14,9,14,16,Midfielder/Defender
jesus-vallejo-lazaro,41,44,74,71,36,57,29,31,72,69,64,69,67,77,66,49,77,41,72.0,31,81,78,34,49,45,75,78,75,74,10,13,15,13,6,Midfielder/Defender
mason-holgate,67,37,75,76,40,67,53,35,76,70,68,74,67,72,64,55,76,73,75.0,42,81,76,52,63,40,70,74,77,75,13,12,9,8,16,Midfielder/Defender
jorge-rodriguez,50,60,74,73,47,66,33,40,73,75,55,65,57,76,50,66,82,80,81.0,64,69,77,64,67,37,66,71,76,69,7,12,15,15,6,Midfielder/Defender
peter-olayinka,72,70,77,70,66,73,74,64,68,73,82,84,78,72,69,71,76,88,74.0,65,74,59,77,70,68,75,58,58,51,13,9,7,15,11,Midfielder/Defender
rico-henry,66,40,48,67,33,69,48,39,50,74,91,89,89,73,90,43,92,80,65.0,34,76,72,65,52,43,65,72,73,71,13,12,12,6,12,Midfielder/Defender
adam-buksa,47,76,78,68,68,73,54,46,44,71,68,67,62,77,49,76,85,74,80.0,70,68,24,78,63,67,74,31,23,21,7,13,10,6,14,Forward
jordan-larsson,65,71,64,75,73,77,75,71,69,75,86,79,82,73,84,75,72,75,65.0,75,66,38,72,74,65,67,28,15,16,16,7,13,12,12,Midfielder/Defender
inigo-eguaras-alvarez,65,50,59,80,59,62,70,58,81,73,55,51,61,66,67,62,80,77,75.0,58,67,68,65,78,59,64,71,77,75,7,7,10,11,11,Midfielder/Defender
dorukhan-tokoz,66,63,69,76,64,74,69,52,74,76,74,71,71,78,74,78,67,84,72.0,72,79,75,70,72,50,80,73,75,76,8,10,10,15,12,Midfielder/Defender
stefan-posch,35,23,77,69,28,34,26,24,58,50,70,79,46,69,59,42,72,63,77.0,25,66,77,36,36,38,68,78,81,77,6,8,7,6,8,Midfielder/Defender
jaime-mata-arnaiz,63,74,75,67,73,75,55,52,51,76,62,68,64,82,35,80,71,65,76.0,71,80,19,79,66,76,76,29,28,29,12,8,10,6,12,Forward
juan-martin-lucero,58,78,82,69,66,68,59,66,59,74,75,73,69,76,81,75,91,63,75.0,68,57,33,79,58,71,65,27,29,25,15,8,10,14,6,Forward
akim-zedadka,75,56,47,69,51,75,63,47,61,73,83,81,76,73,76,59,45,84,61.0,47,62,69,65,58,57,70,66,74,72,11,12,11,11,7,Midfielder/Defender
krzysztof-piatek,51,80,76,64,74,70,60,41,39,75,68,75,69,75,62,77,80,72,76.0,66,54,32,80,52,76,75,33,34,24,10,15,10,6,13,Forward
marvelous-nakamba,46,36,55,74,41,70,45,37,71,69,69,53,76,70,78,74,78,71,74.0,54,83,74,55,63,38,67,77,78,74,9,15,10,15,8,Midfielder/Defender
marek-rodak,15,20,15,33,19,15,13,17,23,21,52,43,45,73,46,55,59,27,68.0,15,21,21,17,34,23,51,8,17,16,76,71,73,73,76,Goal Keeper
benno-schmitz,76,35,65,73,42,67,71,58,68,74,68,55,66,75,65,71,68,74,73.0,64,72,75,67,71,32,74,77,76,73,10,14,12,13,13,Midfielder/Defender
themba-zwane,61,74,39,74,45,77,63,70,71,77,80,76,71,72,75,63,55,78,68.0,66,32,35,74,80,70,70,68,47,39,10,8,9,14,8,Forward
ezequiel-unsain,21,18,21,40,17,22,27,17,37,27,59,55,61,71,55,57,73,44,69.0,19,33,26,17,50,33,53,20,23,21,79,69,76,71,79,Goal Keeper
ivan-lopez-alvarez,68,76,59,72,66,75,77,77,69,78,81,80,85,71,84,78,74,75,74.0,74,58,41,75,70,71,78,36,36,29,13,15,12,7,12,Forward
diogo-filipe-rocha-costa,68,69,35,71,62,80,63,59,60,81,84,83,81,75,82,64,35,71,42.0,65,60,30,69,75,62,71,59,34,30,9,11,15,14,15,Forward
unai-lopez-cabrera,73,71,51,82,55,72,75,79,76,78,73,69,84,75,88,76,77,78,62.0,70,72,71,68,74,54,73,69,70,59,9,13,12,13,15,Midfielder/Defender
cyriel-dessers,44,77,72,66,69,70,45,47,55,72,73,77,70,78,64,77,80,74,83.0,68,56,17,76,58,66,75,42,16,14,14,11,11,12,10,Forward
tarek-hamed,60,53,65,74,49,67,58,61,71,71,65,60,68,67,72,68,73,82,74.0,61,91,75,56,64,65,68,73,76,77,16,15,12,12,13,Midfielder/Defender
tosin-adarabioyo,38,30,71,74,25,55,30,22,72,67,67,78,53,72,53,36,77,68,82.0,28,76,74,28,51,35,76,75,77,74,14,11,11,8,9,Midfielder/Defender
lewis-morgan,77,77,48,70,64,74,75,72,62,75,85,85,84,66,75,73,56,85,62.0,66,60,50,72,70,73,70,75,66,60,14,6,8,7,13,Forward
lucas-olaza,74,65,65,72,55,69,76,78,63,74,75,75,68,68,77,77,68,73,67.0,74,66,73,72,69,65,72,69,74,74,8,14,11,11,12,Midfielder/Defender
emanuel-mammana,66,28,69,75,36,68,44,34,74,74,78,77,73,76,69,63,73,63,75.0,48,72,78,47,61,62,80,77,74,76,6,11,12,14,8,Midfielder/Defender
sverrir-ingi-ingason,45,48,75,69,30,47,48,46,60,69,62,61,58,71,58,64,80,70,78.0,59,75,78,54,55,50,69,78,75,75,13,9,10,9,9,Midfielder/Defender
jonathan-gradit,63,19,68,72,25,68,44,28,59,70,74,72,64,77,67,48,91,76,78.0,27,78,75,54,55,36,73,74,77,75,8,13,11,12,10,Midfielder/Defender
ulrik-saltnes,63,70,69,76,55,72,64,55,73,74,76,75,73,80,73,66,85,92,82.0,64,80,72,72,73,56,73,68,68,64,16,6,9,10,14,Midfielder/Defender
serhiy-sydorchuk,50,62,47,78,69,70,66,49,73,72,68,65,57,76,48,78,61,78,73.0,74,68,77,69,70,61,76,73,75,68,8,14,16,13,12,Midfielder/Defender
lovre-kalinic,15,12,15,18,15,11,18,13,16,15,38,39,26,73,22,40,58,31,80.0,19,39,23,7,42,22,58,13,17,17,79,70,53,75,78,Goal Keeper
junior-sornoza,68,74,43,74,63,74,72,78,77,77,73,73,70,68,94,72,63,70,37.0,74,40,26,76,78,73,64,62,29,30,14,11,7,8,12,Forward
philip-billing,62,67,73,76,68,74,74,68,74,76,51,63,54,76,49,84,61,81,80.0,73,76,74,73,71,52,75,70,74,70,11,7,10,14,13,Midfielder/Defender
josh-brownhill,65,63,67,74,54,73,63,70,73,76,71,64,70,77,71,76,84,89,71.0,71,78,82,69,71,46,72,72,77,68,8,11,12,7,9,Midfielder/Defender
hassane-kamara,71,57,52,72,47,74,66,41,68,71,86,83,83,71,92,68,66,80,73.0,57,77,72,68,66,46,74,69,72,74,8,9,16,9,13,Midfielder/Defender
david-brooks,76,71,61,78,61,80,73,66,67,79,69,66,78,72,77,70,64,54,62.0,73,64,43,75,77,65,78,47,49,44,8,14,9,13,7,Forward
joseba-zaldua-bengoetxea,78,32,77,76,23,60,62,41,65,72,65,64,63,71,70,48,81,75,70.0,40,82,73,44,50,32,66,71,78,75,7,15,14,11,11,Midfielder/Defender
luca-waldschmidt,63,77,59,74,71,76,73,63,65,75,77,60,78,75,77,81,66,69,64.0,80,44,28,78,75,83,72,33,19,18,14,10,7,9,16,Forward
adrian-embarba-blazquez,75,70,57,75,62,75,79,78,71,74,78,76,76,73,76,83,65,76,65.0,77,73,37,74,74,76,73,36,48,43,13,6,6,14,11,Midfielder/Defender
antonio-sanabria,67,76,75,73,67,73,73,64,63,78,74,74,82,75,75,74,78,67,71.0,65,36,21,78,72,69,75,42,20,15,8,14,9,14,13,Forward
georges-kevin-nkoudou,70,65,47,71,74,80,74,58,64,75,93,93,92,68,86,67,57,62,60.0,71,46,21,70,67,61,68,35,37,39,10,13,8,6,13,Midfielder/Defender
carlos-alberto-carvalho-silva-jr,67,79,70,69,71,79,61,45,61,78,80,81,80,73,78,73,77,81,76.0,69,34,19,76,65,70,65,47,50,45,9,13,12,9,7,Forward
martin-valjent,39,25,75,74,40,62,54,30,65,66,68,61,73,64,65,49,84,82,85.0,47,78,64,52,53,26,56,78,79,77,8,15,13,9,10,Midfielder/Defender
cristian-arango,50,77,71,66,59,75,73,69,60,75,77,74,74,76,66,76,77,74,74.0,71,64,23,78,71,70,76,44,28,16,6,14,9,6,13,Forward
julien-de-sart,74,66,73,78,73,67,72,74,79,75,53,42,64,74,65,82,53,84,64.0,76,77,74,65,72,67,75,70,72,68,12,14,12,8,8,Midfielder/Defender
wesley-hoedt,64,30,76,69,59,60,64,66,77,67,48,54,34,70,60,72,89,66,79.0,59,78,76,29,68,37,69,74,78,76,15,10,13,8,11,Midfielder/Defender
carlos-akapo-martinez,74,42,62,59,40,69,68,41,62,71,79,87,73,64,59,74,90,78,72.0,53,77,73,57,51,59,62,74,75,71,7,8,13,13,10,Midfielder/Defender
maximilian-philipp,68,73,50,73,74,79,68,65,62,78,77,72,78,75,76,79,59,66,67.0,78,36,39,75,74,83,69,39,48,34,8,12,10,10,9,Forward
wendell-nascimento-borges,70,49,52,73,29,77,66,73,65,77,81,77,77,72,76,60,70,74,64.0,59,82,74,69,69,67,70,67,72,77,8,12,6,14,14,Midfielder/Defender
anwar-el-ghazi,74,77,72,73,67,78,75,73,54,76,67,73,68,79,63,84,52,67,72.0,77,55,28,78,73,80,72,40,28,15,13,9,7,14,11,Forward
kenny-tete,75,42,73,70,36,67,59,41,67,68,74,76,69,67,65,64,77,75,74.0,41,77,72,60,58,46,66,75,75,74,9,15,11,6,10,Midfielder/Defender
daniel-garcia-carrillo,55,58,48,76,53,66,61,57,77,74,36,37,66,78,76,69,65,89,79.0,68,78,79,74,74,58,68,72,81,72,6,14,14,6,11,Midfielder/Defender
marco-sportiello,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,51,68,37,66.0,17,23,29,18,44,21,65,26,17,13,74,74,68,75,75,Goal Keeper
lautaro-giannetti,35,31,69,73,27,47,33,28,54,63,67,75,53,69,55,49,84,70,83.0,29,71,75,30,52,39,66,81,77,75,13,13,13,8,15,Midfielder/Defender
lorenzo-faravelli,70,77,62,75,63,74,68,73,72,75,81,82,80,70,71,74,70,81,59.0,75,59,77,75,76,75,59,59,75,68,11,14,10,9,14,Midfielder/Defender
rodrigo-rey,18,18,12,29,15,20,17,17,13,23,55,43,43,70,53,53,67,31,59.0,13,33,22,14,53,23,62,18,18,13,74,72,70,75,76,Goal Keeper
javier-burrai,19,19,12,24,17,20,15,14,24,19,47,40,41,71,55,53,73,36,62.0,16,27,27,14,60,29,45,20,15,14,76,72,70,74,75,Goal Keeper
brahian-aleman,73,73,54,78,67,72,81,80,74,75,70,74,75,70,65,81,68,77,69.0,77,73,69,74,78,76,70,65,70,68,9,8,14,6,7,Midfielder/Defender
leonel-miranda,70,64,57,78,67,74,79,67,73,77,76,74,80,72,80,74,58,84,62.0,67,70,70,71,76,60,75,69,68,60,14,11,15,9,10,Midfielder/Defender
francisco-pizzini,71,69,60,75,59,79,79,58,71,75,81,80,82,70,79,69,57,70,69.0,71,54,38,69,71,63,78,39,37,32,7,11,10,9,11,Midfielder/Defender
jean-philippe-gbamin,68,40,72,75,53,74,62,60,72,74,66,76,64,73,63,80,77,48,80.0,71,83,76,65,71,40,72,77,76,72,11,13,8,14,10,Midfielder/Defender
christian-cueva,70,70,51,74,53,78,73,76,69,78,83,67,85,73,84,70,66,71,56.0,70,54,50,75,76,71,71,45,32,31,8,10,7,10,11,Forward
jefferson-lerma,66,56,65,75,56,70,66,65,70,74,68,71,70,71,76,79,87,81,77.0,73,88,72,59,64,58,73,73,73,75,16,14,11,7,9,Midfielder/Defender
thiago-henrique-mendes-ribeiro,67,60,67,77,60,73,67,71,78,76,72,69,72,74,76,78,71,76,73.0,73,77,77,61,73,60,77,75,76,77,14,9,12,13,8,Midfielder/Defender
federico-di-francesco,77,67,40,76,69,80,78,69,67,78,82,78,79,69,78,71,44,69,59.0,68,42,34,74,68,69,74,44,38,36,11,10,6,10,5,Forward
glen-kamara,58,56,57,79,58,75,59,47,77,77,74,77,79,74,77,71,65,86,73.0,58,72,73,64,74,53,77,75,73,72,8,14,12,11,7,Midfielder/Defender
antonio-jose-rodriguez-diaz,73,71,72,71,65,76,62,50,69,75,75,77,76,73,71,78,75,74,75.0,70,70,41,81,72,65,76,44,39,31,15,10,14,12,9,Midfielder/Defender
pawel-dawidowicz,44,38,69,70,38,66,53,52,70,66,55,67,63,73,51,77,64,68,82.0,45,77,77,46,68,44,68,76,78,72,7,11,8,11,13,Midfielder/Defender
laurent-abergel,67,42,52,75,37,70,42,47,69,75,74,64,74,72,83,68,78,88,67.0,49,76,74,58,66,42,62,69,76,74,7,14,15,8,7,Midfielder/Defender
niklas-stark,50,45,79,73,48,66,41,35,65,68,75,75,65,73,62,63,67,73,78.0,52,74,75,52,68,39,68,75,77,76,7,15,10,15,13,Midfielder/Defender
jimmy-cabot,70,70,40,70,54,78,60,51,61,75,86,90,87,70,92,65,69,83,54.0,66,47,54,69,59,53,68,53,55,51,14,12,8,14,14,Midfielder/Defender
oscar-duarte,40,48,78,69,46,49,37,32,62,62,40,45,44,71,41,56,73,59,84.0,40,76,74,35,46,37,68,76,77,76,15,9,7,8,14,Midfielder/Defender
marcos-paulo-mesquita-lopes,76,71,38,74,56,77,76,73,69,78,82,73,83,67,88,77,55,68,62.0,75,39,29,72,73,65,72,30,28,27,11,10,12,12,11,Forward
diego-javier-llorente-rios,55,39,74,75,31,65,30,35,72,75,67,67,61,73,62,45,80,69,78.0,37,86,77,43,60,53,70,70,74,74,8,12,11,9,7,Midfielder/Defender
arthur-masuaku,75,52,63,73,61,80,72,48,67,78,77,77,77,74,79,74,70,71,67.0,68,65,69,65,70,49,75,65,74,73,8,7,10,7,7,Midfielder/Defender
jamie-maclaren,57,78,73,70,65,70,71,67,56,70,83,80,85,75,81,74,91,87,71.0,68,71,40,82,66,73,76,30,37,31,9,15,11,6,13,Forward
ricardo-sousa-esgaio,77,65,56,77,60,75,78,51,68,78,70,69,77,72,80,69,75,79,59.0,64,68,67,74,75,72,78,65,73,72,9,16,6,8,14,Midfielder/Defender
kevin-akpoguma,65,45,73,69,35,73,40,27,62,73,75,79,54,77,51,70,66,65,79.0,38,69,75,45,46,48,60,78,76,72,14,13,10,12,7,Midfielder/Defender
